,M1646_1,M1647_1,M01135_GAMYB_Q2,M0040_1,M0041_1,M1313_1,M0149_1,M01164_SQUA_01,M2368_1,M0008_1,M2369_1,ATHB2_binding_site_motif,M1561_1,LS5_promoter_element,M1678_1,M1679_1,M0821_1,E2F_DP_BS_in_AtCDC6,ACE_promoter_motif,M0037_1,M2356_1,M00151_AG_01,M0036_1,M2357_1,M1365_1,M01191_HDG7_01,SORLREP1,EveningElement_promoter_motif,OBP-1-4-5_BS_in_GST6,M1697_1,M1696_1,M0265_1,M0264_1,M2363_1,M00440_CG1_Q6,M1211_1,T-box_promoter_motif,M00819_KNOX3_01,M0142_1,M00417_ATHB9_01,M1921_1,Bellringer_replumless_pennywise_BS3_IN_AG,M1319_1,SORLIP1,M00344_RAV1_02,M00942_CPRF1_01,M01054_BHLH66_01,M00681_WRKY_Q2,M00376_TGA1A_Q2,M00441_GBF_Q2,M01114_E2F_Q2,M00479_ALFIN1_Q2,M1326_1,M1327_1,SORLIP3,AP1_BS_in_AP3,TGA1_binding_site_motif,M1576_1,M0370_1,M0371_1,M0840_1,M1618_1,M0841_1,M1619_1,M00089_ATHB1_01,M0591_1,M0590_1,ATB2_AtbZIP53_AtbZIP44_GBF5_BS_in_ProDH,M1650_1,M2662_1,M0765_1,M0764_1,Inr,M1842_1,M2341_1,M0020_1,M0021_1,M0653_1,M00943_TAF1_01,M00345_GAMYB_01,EIN3_BS_in_ERF1,AGL15_BS_in_AtGA2ox6,M0155_1,M0014_1,M0272_1,M0273_1,M0015_1,M2374_1,M00408_MADSA_Q2,M01133_AG_Q2,M1346_1,HSEs_binding_site_motif,M1680_1,M1681_1,M1403_1,SORLREP3,M1402_1,M1331_1,M1330_1,M00969_ATMYB15_01,Y_Patch,M01180_SPL14_01,M1940_1,M1941_1,M0682_1,Bellringer_replumless_pennywise_BS2_IN_AG,M01194_PDF2_01,CCA1_binding_site_motif,OBF4-5_BS_in_GST6,M0847_1,M0846_1,M0019_1,M0018_1,M2379_1,M00352_DOF1_01,M0376_1,M1656_1,M1657_1,M1303_1,M0762_1,M0763_1,M0158_1,M0027_1,M2346_1,AG_BS_in_SPL_NOZ,M0026_1,M2347_1,M1620_1,M00968_ATMYB77_01,M01189_CBNAC_02,M00700_ROM_Q2,M00654_OSBZ8_Q6,M0654_1,M0655_1,M00404_MADSB_Q2,M0166_1,M0167_1,M0153_1,M00371_CPRF2_Q2,M1309_1,M0768_1,M0769_1,M00949_AGL15_01,M00506_LIM1_01,M1686_1,M0081_1,M0080_1,M0013_1,M2373_1,M0012_1,M1341_1,M1340_1,M1404_1,M1405_1,M00788_EMBP1_02,M1663_1,M00392_AGL3_01,M01062_AGL2_02,M1336_1,M1337_1,M1277_1,AtMYB2_BS_in_RD22,LFY_consensus_binding_site_motif,M1276_1,M00401_ABF1_03,M00434_PIF3_01,ARF_binding_site_motif,SBP-box_promoter_motif,M0581_1,M0329_1,M00702_SPF1_Q2,SORLREP5,M1315_1,M1314_1,JASE1_motif_in_OPR1,M1566_1,M1700_1,M00442_ABF_Q2,M1701_1,Nonamer_promoter_motif,M1567_1,M0268_1,M0269_1,M0850_1,M0851_1,M0079_1,M0078_1,CArG1_motif_in_AP3,M0256_1,M2351_1,M0030_1,M2350_1,M0031_1,M0257_1,M00367_HBP1A_Q2,M1363_1,M0262_1,M0004_1,M2365_1,M0005_1,M2364_1,M0263_1,M00370_CPRF3_Q2,AP1_BS_in_SUP,CArG2_motif_in_AP3,M1690_1,M1691_1,M0677_1,M0145_1,M00439_C1_Q2,DRE_promoter_motif,CArG3_motif_in_AP3,M00375_TGA1B_Q2,M01006_AGP1_01,SORLIP5,M0073_1,M0072_1,M00315_GEN_INI_B,M01186_STF1_01,M1321_1,M1320_1,M01050_ARR10_01,M2380_1,M2381_1,M0649_1,M0648_1,M01188_CBNAC_01,ATHB6_binding_site_motif,M0156_1,M0157_1,M0665_1,M1345_1,M1344_1,M0849_1,M0848_1,M0017_1,M0271_1,M0270_1,M0016_1,M00950_AG_02,M2377_1,M1683_1,M1682_1,CArG_promoter_motif,M01156_BZR1_01,M1332_1,PI_promoter_motif,M1333_1,M1400_1,M1401_1,M01021_ID1_01,M0029_1,M2348_1,M0028_1,M2349_1,M0681_1,RY-repeat_promoter_motif,M0680_1,M1943_1,M0121_1,M1575_1,M0373_1,M0372_1,M1689_1,M1688_1,M0843_1,M0842_1,M1836_1,M2661_1,M0766_1,M0767_1,GCbox,CAATbox,M1278_1,M00653_OCSBF1_01,M2342_1,M0023_1,M2343_1,M0022_1,M0162_1,M0163_1,M01052_MYB80_01,M0650_1,M0651_1,M01192_HDG9_01,JASE2_motif_in_OPR1,M00937_TGA1A_Q2_01,M0758_1,M0759_1,M1338_1,M1339_1,M1694_1,M1695_1,M1569_1,M00958_ABI4_01,M2361_1,M0266_1,M01055_NAC691_01,SORLREP2,M0267_1,M00368_CPRF_Q2,LFY_BS_in_AP3,M2699_1,M00343_RAV1_01,CBF1_BS_in_cor15a,M00948_PCF2_01,M00369_TAF1_Q2,M0258_1,M0259_1,M1325_1,W-box_promoter_motif,M1324_1,RAV1-B_binding_site_motif,M1416_1,M0771_1,M0770_1,DPBF1_2_binding_site_motif,M1645_1,M1644_1,M0043_1,M00936_HBPA1_Q6_01,M0854_1,CCA1_motif1_BS_in_CAB1,MYB_binding_site_promoter,M00353_DOF2_01,M00366_EMBP1_Q2,M1562_1,L1-box_promoter_motif,M1563_1,TEF-box_promoter_motif,M01061_AGL2_01,SORLIP2,M0646_1,M00635_GT1_Q6,Hexamer_promoter_motif,EIL1_BS_in_ERF1,M0034_1,M2355_1,M0252_1,M0035_1,M2354_1,ATHB1_binding_site_motif,M00503_ATHB5_01,DRE-like_promoter_motif,M00735_ZAP1_01,M00507_TRAB1_Q2,M0261_1,M0007_1,M0006_1,M0260_1,M1693_1,M1692_1,M0369_1,M1648_1,M1649_1,M0229_1,M0588_1,M0589_1,M0146_1,M0147_1,M0039_1,M2358_1,M0038_1,M2359_1,LS7_promoter_element,M01179_CBT_01,M00435_PIF3_02,M1322_1,M1323_1,M00393_AGL3_02,M00399_ABF1_01,M1410_1,M1411_1,M1677_1,M2383_1,M2382_1,M00660_RITA1_01,M0582_1,M0583_1,GATA_promoter_motif_LRE,M1316_1,M1317_1,M1642_1,CCA1_motif2_BS_in_CAB1,M1702_1,TATAbox,M1564_1,M1699_1,BoxII_promoter_motif,M01059_AGL1_01,M00501_ANT_01,M0853_1,M0852_1,M00952_PCF5_01,Z-box_promoter_motif,octamer_promoter_motif,M1329_1,GA,M2863_1,M1195_1,Ibox_promoter_motif,M00355_PBF_01,M0255_1,M2352_1,M0033_1,M2353_1,M01193_ML1_01,M0032_1,M0151_1,M0150_1,SORLIP4,M00502_TEIL_01,M01060_AGL1_02,M00354_DOF3_01,M00361_CDC5_01,M1932_1,M1684_1,M1685_1,M01136_DOF_Q2,M0118_1,M0119_1,M01126_BPC1_Q2,M00970_ATMYB84_01,M1343_1,M2371_1,M0010_1,M2370_1,M0011_1,ABFs_binding_site_motif,CBF2_binding_site_motif,M00945_CPRF2_01,M01187_STF1_02,M1335_1,M1334_1,M1407_1,TELO-box_promoter_motif,M1406_1,E2F_binding_site_motif,M01128_SED_Q2,M00149_SBF1_01,M1274_1,M1275_1,M0844_1,M0845_1,Bellringer_replumless_pennywise_BS1_IN_AG,M00697_HBP1B_Q6,PRHA_BS_in_PAL1,M0761_1,M0760_1,MRE_motif_in_CHS,M1655_1,M1209_1,VOZ_binding_site,SORLREP4,M01130_PBF_Q2,M0024_1,M2345_1,M0025_1,M2344_1,M00946_TGA1B_01,M00400_ABF1_02,M01057_ERF2_01,M0165_1,M0164_1,M0657_1,M0656_1
Chr3_-_11085891_AT3G29110_tair(-),37,34,21,26,26,40,26,34,36,40,38,39,25,17,40,41,21,49,39,30,49,30,26,22,34,36,26,44,35,44,41,41,30,43,21,32,50,43,30,27,42,44,32,48,22,29,28,27,23,35,26,54,24,38,30,32,45,17,12,22,29,22,42,21,23,50,46,35,35,32,31,28,40,23,47,26,25,47,32,31,61,33,32,21,32,41,27,33,37,26,37,26,30,44,26,43,17,36,37,37,40,28,40,24,24,35,34,50,59,42,36,27,28,27,44,10,48,42,38,40,28,28,27,25,31,36,76,28,37,33,23,37,36,32,39,28,29,31,32,38,24,27,28,22,35,42,28,39,34,26,29,17,30,33,39,38,30,25,32,24,28,40,23,55,61,45,35,31,25,32,26,30,29,29,34,19,39,39,45,33,23,36,40,34,32,15,27,41,32,35,40,47,41,31,31,23,22,27,33,24,36,28,28,33,47,27,32,27,66,26,37,51,30,24,38,33,31,22,50,21,24,24,33,49,36,34,28,24,32,28,24,32,32,14,36,26,36,32,28,29,25,32,37,33,33,42,43,32,18,40,34,26,35,27,47,21,26,31,31,25,12,28,15,35,40,21,27,23,28,27,34,26,32,32,23,32,26,28,24,31,30,32,18,40,30,28,38,29,27,30,33,38,44,22,23,31,31,41,50,37,32,39,37,41,27,41,36,34,47,22,32,36,19,20,31,23,39,35,38,26,29,34,48,44,41,32,15,58,16,35,31,15,23,25,25,63,33,33,31,27,34,26,24,31,34,36,32,32,29,25,37,32,26,36,46,35,72,68,29,36,25,25,26,27,18,36,34,35,24,23,49,27,24,16,26,31,33,28,84,37,33,43,7,35,36,36,19,38,41,29,37,41,21,38,28,25,32,40,29,17,26,43,30,46,30,37,28,34,31,32,34,25,28,36,41,29,40,39,46,27,49,46,45,32,27,26,29,25,28,22,31,40,44,24,21,64,29,36,34,28,25,19,33,21,62,31,47,41,45,52,34,40,39,48,40,25,40,26,37,35,44,24,27,25,37,22
Chr3_-_11163336_AT3G29190_tair(-),57,72,51,49,58,35,38,55,56,59,58,21,54,42,59,56,36,76,52,60,45,49,56,56,42,52,42,44,52,54,61,52,46,77,50,58,61,61,31,56,73,27,41,54,47,43,51,54,46,54,54,67,42,39,51,45,62,24,35,29,62,46,62,50,49,26,29,36,67,44,50,44,61,19,64,50,46,55,51,47,99,57,51,45,63,54,47,58,56,47,31,50,64,58,32,42,23,48,41,57,76,47,51,42,38,30,50,55,114,43,46,52,69,64,52,41,65,70,36,40,45,41,56,49,59,59,136,60,56,60,53,67,52,42,52,48,47,45,47,58,35,37,43,51,73,34,39,63,61,58,45,24,49,37,47,61,50,55,48,45,33,28,34,36,91,69,47,45,53,51,20,39,53,47,50,41,64,69,62,47,37,53,59,32,58,31,36,83,52,72,54,58,59,58,53,47,42,44,41,53,51,54,52,52,83,63,53,59,40,52,37,87,49,38,52,63,59,53,63,46,47,40,67,66,48,47,45,29,45,45,46,46,50,29,43,49,43,45,51,46,55,65,60,57,41,35,56,45,42,68,65,55,58,57,59,39,61,33,57,37,25,47,40,57,50,39,31,56,47,40,41,48,37,21,35,52,54,52,56,42,50,44,38,49,50,60,56,45,45,35,50,66,55,44,56,40,39,54,34,49,50,55,60,52,63,62,49,48,47,51,31,37,34,40,37,37,55,60,65,50,57,31,35,32,52,51,52,43,43,64,54,37,41,35,40,74,64,45,43,49,53,46,48,37,40,55,52,58,48,49,60,63,39,59,63,47,38,51,51,53,51,56,57,47,35,56,61,39,47,49,84,43,39,42,55,60,44,46,68,38,54,41,6,42,63,21,37,73,41,58,48,41,35,62,37,43,37,60,73,38,36,48,48,71,61,50,47,45,42,43,55,42,58,48,54,55,63,57,65,41,22,66,68,40,43,55,47,44,49,46,48,59,45,41,44,42,37,52,52,38,49,44,14,53,40,57,79,51,41,81,65,34,54,54,63,50,77,62,58,58,72,47,51,43,59,38
Chr3_+_11209586_AT3G29255_tair(+),25,28,36,46,38,30,37,44,42,34,32,27,40,37,35,36,35,43,34,38,42,33,31,41,25,34,26,62,38,39,46,27,30,41,31,37,48,32,12,31,41,30,34,33,27,30,42,35,25,36,24,55,33,27,33,34,35,24,22,25,32,38,43,30,38,34,44,22,26,40,35,36,47,27,49,38,36,32,27,32,67,34,45,34,34,27,40,50,43,39,29,57,45,43,36,44,40,41,33,45,29,40,38,43,34,25,33,46,37,26,27,39,40,47,40,12,36,30,35,35,30,28,42,35,46,43,88,39,42,31,36,41,34,23,47,34,34,33,25,33,37,25,34,37,39,41,36,40,35,36,23,20,50,30,29,30,37,35,40,33,20,22,24,21,58,43,33,40,26,23,30,32,35,29,29,37,38,44,43,42,39,33,27,21,32,23,36,46,32,35,38,38,42,38,38,30,32,40,37,31,32,23,31,40,36,34,39,33,59,28,37,51,38,29,28,38,40,27,36,22,29,37,34,36,39,43,33,28,36,31,33,30,29,14,30,35,28,19,32,32,35,44,34,45,32,29,31,38,44,34,33,39,45,36,42,37,38,34,34,30,22,28,27,32,37,30,23,48,37,34,31,30,26,29,22,36,37,35,38,30,39,33,17,30,34,32,36,38,41,27,40,38,44,35,32,34,28,44,50,29,36,26,32,44,43,36,31,28,29,33,30,26,23,39,28,28,47,32,32,37,42,28,31,28,34,33,31,36,29,45,43,15,37,29,28,43,35,32,35,37,31,34,36,29,31,43,26,44,32,32,38,37,21,36,35,23,48,54,51,34,27,48,36,39,25,35,44,27,36,34,40,34,29,22,41,34,25,26,88,33,33,30,7,48,34,30,29,38,27,39,31,32,17,36,33,28,24,38,34,26,22,29,26,46,37,34,35,38,36,29,45,44,35,33,29,48,35,48,30,22,36,48,47,31,38,41,41,39,33,17,24,35,35,30,39,32,39,35,40,31,33,27,26,29,51,45,39,39,35,38,27,24,34,42,43,36,38,38,40,40,47,37,38,36,43,37
Chr3_-_11305136_AT3G29410_tair(-),40,40,50,34,38,30,44,29,35,42,60,32,31,36,34,47,37,53,46,35,42,33,31,35,46,40,28,58,32,36,45,36,38,55,46,36,49,32,17,42,57,28,42,38,32,36,42,44,36,50,29,53,34,33,36,32,49,15,25,24,32,26,38,24,30,36,41,28,46,45,43,43,45,44,41,35,33,39,43,36,87,33,46,24,41,33,38,45,41,29,38,29,39,45,40,80,26,42,31,45,57,33,45,50,29,30,33,50,78,25,38,37,41,37,48,20,50,52,36,45,35,41,32,40,42,31,95,32,35,37,40,49,30,32,46,42,37,43,40,36,44,36,28,49,37,42,39,40,53,33,38,22,46,28,39,54,38,34,37,43,32,38,28,26,70,67,37,31,26,35,26,42,49,33,38,29,32,58,46,40,33,41,40,39,37,18,33,67,49,40,33,42,37,41,46,35,28,31,37,32,52,35,42,34,62,33,31,41,74,42,31,60,44,40,48,37,33,28,45,32,35,52,36,42,39,31,33,36,44,34,27,44,39,18,34,28,29,29,35,26,33,39,35,24,29,22,37,34,33,38,58,33,41,41,49,29,66,36,35,31,17,40,26,39,34,35,34,28,38,44,26,33,25,30,19,36,34,44,33,37,35,35,22,36,34,44,45,43,37,22,38,44,46,30,37,40,28,54,28,43,41,34,33,45,47,52,45,36,39,25,33,36,18,33,32,32,45,43,31,43,55,38,43,47,38,50,25,42,22,45,37,23,34,28,26,74,39,42,44,33,48,32,43,27,27,39,47,38,33,32,35,34,27,45,47,39,45,46,42,45,34,40,30,46,35,48,50,31,34,33,70,46,21,20,25,36,34,24,63,45,44,47,7,53,31,57,21,39,24,39,38,40,19,35,42,37,27,42,49,25,43,39,34,40,34,48,32,28,40,34,52,37,35,39,37,43,34,44,41,33,29,58,46,35,34,28,37,33,40,37,41,43,33,32,39,45,40,38,37,29,26,27,17,37,58,49,53,43,45,66,46,32,35,33,35,35,52,32,57,45,66,31,36,36,35,23
Chr3_-_13035348_AT3G32030_tair(-),39,36,43,30,36,28,39,56,35,34,42,30,25,32,31,35,21,97,36,33,40,45,29,28,30,34,37,54,45,30,33,37,34,47,39,28,62,37,19,33,44,33,28,35,43,37,30,39,26,40,44,41,35,38,36,34,49,15,18,26,26,21,37,26,32,41,57,32,44,37,36,28,55,35,54,37,27,34,41,31,88,29,39,23,38,37,25,35,48,46,37,44,37,35,26,44,29,42,29,32,72,25,33,48,20,24,23,53,81,25,34,31,38,36,36,21,41,45,30,26,30,30,28,49,31,25,47,24,36,28,29,48,37,22,45,28,39,31,36,33,37,39,35,48,33,30,26,35,42,31,30,19,36,27,31,43,41,38,30,37,21,36,26,31,59,36,37,35,35,34,32,28,45,28,25,23,31,55,37,33,19,38,34,17,33,22,33,58,39,56,29,35,27,39,38,37,28,26,35,33,41,32,31,55,55,30,28,31,51,37,28,69,32,36,46,32,34,26,45,32,35,39,39,44,33,38,37,32,35,34,36,34,25,19,34,35,37,29,31,39,38,31,34,42,38,28,39,41,35,39,52,38,46,35,44,21,41,36,38,25,15,28,23,27,32,26,23,43,32,39,25,35,31,23,23,33,29,40,33,33,41,35,21,31,21,30,34,38,36,39,27,34,40,24,30,32,30,47,45,33,48,29,35,31,45,41,43,36,32,39,44,36,26,26,27,21,32,38,41,32,37,37,33,31,35,39,25,32,18,29,42,20,29,23,29,74,31,37,36,28,35,35,47,28,44,38,38,34,26,34,31,29,30,37,40,40,44,44,30,38,34,32,30,32,33,49,39,27,38,34,52,33,26,28,38,23,27,33,75,41,37,30,8,32,31,27,23,36,30,43,45,35,19,35,37,33,24,42,45,24,26,33,34,52,34,35,28,24,36,29,47,31,49,33,36,47,27,35,36,19,46,52,46,32,17,29,31,26,44,39,30,43,34,33,30,43,35,38,52,28,31,26,20,34,55,37,53,36,32,82,42,34,38,57,44,30,53,34,51,31,51,30,41,32,37,25
Chr3_-_16517522_AT3G45130_tair(-),36,36,36,37,34,36,37,51,31,39,30,33,30,30,33,39,21,45,37,35,49,37,33,32,27,23,19,42,39,32,43,34,32,50,29,35,48,31,19,33,31,36,22,36,25,25,31,26,36,38,28,42,23,25,28,41,33,14,21,24,23,31,31,32,26,41,47,23,39,36,35,31,31,40,53,34,30,39,32,34,59,37,30,25,40,30,32,29,40,41,30,41,34,32,40,33,29,38,36,37,28,13,55,37,28,32,23,53,54,32,33,31,34,39,33,16,41,33,37,29,28,36,34,28,53,29,142,31,30,23,31,33,33,33,39,27,25,35,33,33,28,33,36,32,38,39,33,32,49,35,23,13,29,26,31,35,31,36,37,27,25,28,27,40,42,47,27,27,23,28,22,30,32,23,30,19,33,35,37,40,21,37,35,26,33,24,33,43,30,42,34,32,34,34,33,28,22,38,27,31,30,23,33,56,47,29,32,28,95,35,32,48,36,30,52,26,32,27,35,23,29,30,39,40,26,34,28,34,32,23,23,34,28,14,30,30,26,30,26,34,36,39,28,45,19,29,41,33,33,34,45,28,41,39,43,23,31,32,32,30,16,27,26,38,28,33,26,38,22,31,32,28,30,35,31,31,33,28,32,33,29,23,23,39,28,32,31,29,32,30,33,34,45,17,29,32,29,44,50,26,30,32,24,39,38,38,34,30,34,24,32,27,23,26,32,26,32,36,35,34,35,35,38,31,32,33,21,40,18,25,36,14,40,41,17,45,35,31,37,28,32,36,41,28,33,20,32,36,30,31,29,29,25,30,38,38,52,48,27,26,33,27,36,30,34,27,43,25,26,31,53,31,20,22,29,25,36,25,74,50,25,38,6,68,33,31,22,29,26,31,22,32,20,30,25,19,28,66,38,26,36,42,30,49,27,33,22,28,30,26,36,23,35,30,27,34,32,39,57,26,23,71,40,22,19,37,27,38,26,27,35,32,28,26,27,33,34,31,32,33,34,30,20,35,77,33,33,29,34,55,43,33,27,37,35,33,36,30,31,29,46,31,29,31,33,29
Chr4_-_1244813_AT4G02780_tair(-),18,17,29,19,15,19,22,37,21,38,35,44,19,28,29,25,16,52,31,19,41,27,16,24,30,44,35,48,24,29,32,19,16,19,25,31,47,19,15,29,18,30,16,16,25,21,20,22,31,23,30,16,23,33,33,34,25,13,20,11,22,19,42,13,15,36,44,28,17,32,32,23,53,27,45,16,15,28,24,23,52,25,23,21,26,18,18,35,28,30,26,39,25,23,42,54,13,35,18,15,80,27,22,33,17,43,32,53,47,19,34,22,14,15,19,10,13,4,21,25,18,22,18,24,18,20,85,19,21,18,28,34,24,20,29,18,24,24,29,15,22,21,24,36,27,33,24,38,34,13,18,11,26,18,24,16,25,25,24,28,22,21,18,25,26,16,48,36,26,24,17,34,31,12,19,21,19,18,27,24,26,22,18,37,26,18,32,29,30,42,24,37,18,24,22,24,13,17,23,14,20,18,26,46,44,21,22,9,65,25,30,49,27,27,31,31,29,16,22,20,29,26,13,25,20,22,19,37,24,30,14,24,10,25,32,13,22,23,23,20,26,26,23,24,32,20,27,22,23,25,68,17,31,18,44,16,39,27,18,9,9,24,21,24,26,18,35,18,25,27,22,23,20,43,25,27,15,22,17,25,26,17,15,20,28,24,28,22,21,23,22,28,28,16,17,22,22,21,34,27,28,17,13,31,17,14,25,31,20,21,29,33,26,21,23,16,37,13,13,16,30,44,42,27,21,24,16,42,16,7,22,2,28,17,24,43,36,28,26,16,28,34,35,21,31,28,28,14,19,14,27,28,11,6,17,21,55,48,31,23,14,30,15,21,31,29,17,18,29,24,24,20,12,14,30,16,31,28,109,33,12,27,4,35,24,36,14,24,25,17,24,34,15,15,45,23,17,31,21,17,23,22,25,64,16,28,33,17,21,24,21,29,14,16,17,19,29,28,34,21,36,39,22,16,14,13,17,19,27,30,32,24,22,23,20,33,21,51,39,25,23,18,20,25,55,33,32,26,28,58,19,34,21,53,29,13,24,23,24,25,30,17,24,22,28,24
Chr4_+_1344182_AT4G03050_tair(+),40,39,45,38,46,25,31,43,38,66,47,30,33,39,50,53,29,50,36,37,58,45,36,40,30,53,41,34,34,52,45,40,31,50,34,34,44,51,10,46,46,42,29,36,42,34,46,33,30,38,36,61,41,28,48,28,49,10,29,30,34,31,43,27,34,40,41,40,40,32,36,24,53,31,63,36,31,53,33,44,83,44,52,34,51,45,35,51,50,27,43,39,46,44,32,36,24,37,39,54,49,28,62,33,33,24,57,41,73,31,27,37,42,34,62,24,48,37,47,34,30,32,46,26,64,49,135,42,40,37,33,35,40,36,44,43,37,40,32,39,32,30,46,53,50,49,38,74,48,36,30,23,49,32,38,38,42,35,49,34,19,33,32,26,65,50,30,30,27,34,49,31,36,36,41,30,51,47,49,33,25,33,47,40,24,22,46,51,32,42,42,43,48,31,36,28,33,31,27,32,44,36,31,42,40,46,38,33,67,34,28,57,32,33,46,47,49,32,44,33,28,24,42,54,37,39,44,29,37,39,34,38,46,14,25,36,48,33,39,44,36,45,53,42,34,30,42,30,29,51,35,43,60,40,68,27,30,31,45,30,22,36,33,44,41,24,33,39,24,32,28,36,29,29,24,40,34,40,37,31,44,39,22,43,41,34,35,34,33,29,42,47,49,32,41,37,35,44,30,38,38,46,46,58,50,42,35,35,41,31,32,30,28,34,24,30,44,39,46,35,34,34,32,40,62,35,34,47,22,50,41,26,40,35,22,70,60,39,38,31,41,27,32,31,33,38,30,44,37,43,45,41,29,39,47,40,42,47,47,42,30,47,32,38,37,45,50,28,27,35,43,37,25,33,37,34,30,31,70,47,42,36,5,50,46,15,23,48,34,42,36,33,31,34,34,35,23,44,54,26,37,58,26,50,40,44,41,47,36,33,46,32,43,62,50,42,42,42,59,28,24,64,67,30,26,36,30,27,36,38,32,38,42,36,35,40,33,19,42,33,24,23,28,31,53,29,34,32,46,47,40,26,37,55,49,34,40,37,44,33,53,31,29,38,44,28
Chr4_-_7736745_AT4G13280_tair(-),25,33,28,35,23,27,19,31,39,31,31,44,23,23,29,37,24,49,32,26,34,30,22,24,38,25,38,43,29,31,31,32,25,43,28,37,48,31,15,36,34,29,41,25,23,23,23,39,23,34,33,37,23,26,27,30,41,10,20,20,27,22,33,24,32,29,37,35,32,36,27,25,32,34,53,21,25,45,24,24,50,28,23,25,32,25,24,23,48,33,22,36,30,34,42,50,26,26,31,44,49,27,41,27,22,29,22,51,43,16,31,29,27,36,30,20,38,36,51,32,21,17,30,31,42,34,111,32,39,37,15,33,38,26,45,27,16,24,20,31,27,23,34,12,30,34,36,35,32,26,29,17,28,29,25,33,24,27,38,28,17,26,19,30,39,38,32,32,22,18,16,24,27,23,27,29,32,40,38,33,27,28,28,34,33,17,21,34,25,43,31,36,32,23,25,17,23,20,34,23,21,25,22,28,46,27,28,30,52,21,43,53,27,32,38,42,33,31,30,25,25,24,36,35,38,45,28,44,20,16,32,24,31,11,33,26,28,29,29,35,29,30,26,30,22,21,40,15,27,37,45,25,44,27,44,16,34,29,25,24,15,23,24,32,28,27,22,29,29,30,18,23,22,37,19,23,28,17,20,19,23,26,19,39,24,27,37,28,24,20,21,33,35,23,21,20,21,30,43,18,24,27,30,26,34,30,22,23,30,21,36,26,17,23,20,17,23,25,29,26,25,42,29,29,31,26,25,33,18,35,28,19,42,26,22,46,37,21,20,29,19,26,41,31,33,24,24,31,20,29,30,28,23,36,29,10,37,36,32,41,25,17,26,23,30,31,28,25,26,29,47,28,18,24,31,32,17,22,87,48,35,29,8,32,29,48,17,33,35,33,25,44,17,24,25,29,23,49,28,24,39,32,21,55,25,19,22,32,22,20,35,28,28,35,19,27,31,38,51,28,42,56,51,25,27,27,36,19,21,24,18,27,35,18,24,30,31,50,40,27,20,16,31,25,49,33,38,39,37,29,34,40,27,45,43,28,32,24,34,25,48,23,19,23,40,29
Chr4_-_7746363_AT4G13300_tair(-),30,27,19,28,12,23,29,37,35,52,23,47,17,33,21,32,19,51,34,16,24,26,13,25,30,25,37,43,44,23,27,40,33,31,29,34,58,34,17,32,44,40,32,31,22,34,30,25,26,39,28,53,26,26,31,40,44,16,23,29,21,10,31,9,20,34,46,28,33,39,32,28,47,39,29,16,17,23,35,22,33,40,29,14,38,36,14,37,25,32,25,38,21,26,40,54,17,29,28,41,37,24,20,37,17,25,23,46,48,16,40,16,18,22,19,23,32,25,39,50,23,20,17,23,26,26,44,23,35,37,24,35,24,24,28,26,24,27,33,25,31,30,29,19,22,28,27,51,35,15,27,16,23,23,28,33,31,25,35,33,18,35,22,36,44,34,40,25,27,26,23,39,36,26,29,16,29,41,33,44,22,36,43,35,38,8,17,32,24,34,30,26,32,25,35,23,13,13,32,18,25,28,36,37,36,20,19,27,49,27,28,28,28,28,60,41,40,24,47,25,28,30,26,46,24,24,31,33,27,34,23,23,29,9,34,16,34,30,18,27,26,20,19,38,29,22,49,25,21,28,49,17,22,14,28,12,42,34,17,17,14,24,25,23,16,30,17,26,31,30,28,24,24,35,24,30,17,24,14,23,36,30,16,24,21,22,38,34,34,16,38,22,36,14,20,27,21,39,31,29,35,26,32,19,37,28,33,27,44,28,43,26,16,21,33,20,24,25,23,22,25,45,36,22,16,34,18,41,14,34,24,12,30,35,18,32,43,36,23,23,30,32,41,18,40,27,28,18,15,22,21,25,25,28,28,20,33,39,31,31,13,25,15,28,26,38,29,24,28,26,34,24,13,14,25,28,25,24,83,55,17,34,10,34,21,41,13,25,26,32,34,39,11,27,27,31,15,47,30,29,31,18,34,54,18,35,22,27,33,24,65,32,20,21,21,34,21,32,26,13,42,49,57,26,14,21,20,13,32,34,31,36,38,22,30,37,18,41,38,33,14,17,28,32,44,24,38,49,42,30,34,40,31,40,27,15,32,21,30,25,27,19,22,22,27,25
